Header,Description,Links,News_Page,Source_URL
Kenyans must not abandon Covid-19 war,Politicians are worsening the situation with their super spreader gatherings,/opinion/leader/2021-03-12-kenyans-must-not-abandon-covid-19-war/,politics,https://www.the-star.co.ke/search/?query=politics
Sturgeon underestimated Kenyan security system,Sturgeon made a big mistake if he thought he would not be found by the Kenyan security services.,/opinion/leader/2021-03-10-sturgeon-underestimated-kenyan-security-system/,politics,https://www.the-star.co.ke/search/?query=politics
Mining ministry should back responsible miners,The Mining ministry should support Base Titanium to continue working at the Coast because it has proved that it is a ...,/opinion/leader/2021-03-09-mining-ministry-should-back-responsible-miners/,politics,https://www.the-star.co.ke/search/?query=politics
Vaccine is safe but Covid is dangerous,"Take the AstraZeneca vaccine, if you are lucky enough to be offered it, because it is safe and Covid is dangerous.",/opinion/leader/2021-03-09-vaccine-is-safe-but-covid-is-dangerous/,politics,https://www.the-star.co.ke/search/?query=politics
Public participation must not be cosmetic,"The majority will have their way, the minority must equally have their say.",/opinion/leader/2021-03-08-public-participation-must-not-be-cosmetic/,politics,https://www.the-star.co.ke/search/?query=politics
By-election chaos precursor of 2022 violence,Voters must be able to exercise key democratic right in a free and fair atmosphere.,/opinion/leader/2021-03-07-by-election-chaos-precursor-of-2022-violence/,politics,https://www.the-star.co.ke/search/?query=politics
Big alcohol bottles equally dangerous,Stipulating 750m as the minimum size of alcohol bottles might increase alcohol consumption in Kenya rather than ...,/opinion/leader/2021-03-03-big-alcohol-bottles-equally-dangerous/,politics,https://www.the-star.co.ke/search/?query=politics
It's still too early to abolish night curfew,It would be unwise to relax Covid rules and the night curfew now because we are going through a third wave and it will ...,/opinion/leader/2021-03-02-its-still-too-early-to-abolish-night-curfew/,politics,https://www.the-star.co.ke/search/?query=politics
Proposed anti-porn law welcome,The proposed law imposes a fine of Sh20 million or 20 years in jail for anyone found sharing pornography,/opinion/leader/2021-03-01-proposed-anti-porn-law-welcome/,politics,https://www.the-star.co.ke/search/?query=politics
EAC concerns over Kenya's trade deals justified,"EAC region forms Kenya's biggest export market, with Uganda and Tanzania being key trade partners.",/opinion/leader/2021-02-28-eac-concerns-over-kenyas-trade-deals-justified/,politics,https://www.the-star.co.ke/search/?query=politics
Ordinary politicians should not get priority vaccination,The only politicians who might be considered for priority vaccination are the President and his Cabinet ministers.,/opinion/leader/2021-02-26-ordinary-politicians-should-not-get-priority-vaccination/,politics,https://www.the-star.co.ke/search/?query=politics
Civic education needed before BBI referendum,Comprehensive civic education is needed in the next few months to ensure that voters make reasoned and informed ...,/opinion/leader/2021-02-25-civic-education-needed-before-bbi-referendum/,politics,https://www.the-star.co.ke/search/?query=politics
Sickness benefit should not be just for cancer,"A welfare state would provide sickness benefits to all Kenyans unable to work, not just to those suffering from cancer.",/opinion/leader/2021-02-24-sickness-benefit-should-not-be-just-for-cancer/,politics,https://www.the-star.co.ke/search/?query=politics
Kenyan sports in limbo after another round of strict corona ...,"Following President’s directive to suspend all sporting activities, sports federations released statements putting on ...",/sports/2021-03-27-kenyan-sports-in-limbo-after-another-round-of-strict-corona-measures/,sport,https://www.the-star.co.ke/sports/
"Mulee back on drawing board as Muguna, Akumu ruled of Togo tie",Muguna confirmed the development and ruled out any chances he would be part of the traveling party that leaves for ...,/sports/football/2021-03-27-mulee-back-on-drawing-board-as-muguna-akumu-ruled-of-togo-tie/,sport,https://www.the-star.co.ke/sports/
Footballers left in limbo as FKF halts competitions,FKF communicated the decision through a statement signed and issued on Friday evening by chief executive officer Barry ...,/sports/football/2021-03-27-footballers-left-in-limbo-as-fkf-halts-competitions/,sport,https://www.the-star.co.ke/sports/
Ajowi bags gold as Hit Squad scoop 13 medals,The Hit Squad's medal overhaul marked a new milestone in history with four female boxers successfully claiming their ...,/sports/boxing/2021-03-27-ajowi-bags-gold-as-hit-squad-scoop-13-medals/,sport,https://www.the-star.co.ke/sports/
Egypt's coach El-Hadry blames high oxygen levels for draw,He believes they could've posted better results if the climate had been more favourable,/sports/football/2021-03-26-egypts-coach-el-hadry-blames-high-oxygen-levels-for-draw/,sport,https://www.the-star.co.ke/sports/
Pinto to give youngsters a chance against Congo Boys,Vaz Pinto maintained on the club website that the young players will be filling up the gap left by injured players and ...,/sports/football/2021-03-26-pinto-to-give-youngsters-a-chance-against-congo-boys/,sport,https://www.the-star.co.ke/sports/
Shakava extols Muguna as he inherits the armband,"""Muguna is still a leader having performed exceptionally well during his reign as captain.""",/sports/football/2021-03-26-shakava-extols-muguna-as-he-inherits-the-armband/,sport,https://www.the-star.co.ke/sports/
Leopards defender Esilaba undergoes knee surgery,"Before the unfortunate incident, Esilaba's exceptional performance in the Leopards' defence had endeared him to the ...",/sports/football/2021-03-26-leopards-defender-esilaba-undergoes-knee-surgery/,sport,https://www.the-star.co.ke/sports/
Adhiambo bullish as Malkia Strikers intensify training,"The budding left attacker who plays for Kenya Pipeline, earned a first senior call up and is with the Paul Bitok ...",/sports/2021-03-26-adhiambo-bullish-as-malkia-strikers-intensify-training/,sport,https://www.the-star.co.ke/sports/
BetLion pledge to pump funds into local sports,A number of football stakeholders have been urging corporate firms to consider coming on board in a bid to ameliorate ...,/sports/2021-03-26-betlion-pledge-to-pump-funds-into-local-sports/,sport,https://www.the-star.co.ke/sports/
Injured Kapaito confident he will be back in action soon,injury.His goals have been instrumental in putting Sharks to within striking distance of the FKF Premier League leaders ...,/sports/football/2021-03-26-injured-kapaito-confident-he-will-be-back-in-action-soon/,sport,https://www.the-star.co.ke/sports/
"Kandie, Kamworor lead stellar field for Istanbul Half Marathon","Kamworor said after the accident, he thought his career was over but was quick to note that he is excited to be back on ...",/sports/2021-03-26-kandie-kamworor-lead-stellar-field-for-istanbul-half-marathon/,sport,https://www.the-star.co.ke/sports/
Hit Squad in action as championship enters Day 4,Ten Kenyan pugilists will be breaking sweat in the ring as the Africa Zone 3 Boxing Championship enters its fourth day ...,/sports/boxing/2021-03-26-hit-squad-in-action-as-championship-enters-day-4/,sport,https://www.the-star.co.ke/sports/
Amina roots for additional European Tour events in Kenya,The inaugural Kenya Savannah Classic follows the Magical Kenya Open held at Karen Country Club last week,/sports/2021-03-26-amina-roots-for-additional-european-tour-events-in-kenya/,sport,https://www.the-star.co.ke/sports/
Ferocious Ajowi vows to pulverise opponents in Tokyo,Ajowi has warned his opponents to brace for his fury in the ring as he leaves nothing to chance in his unbridled bid to ...,/sports/boxing/2021-03-26-ferocious-ajowi-vows-to-pulverise-opponents-in-tokyo/,sport,https://www.the-star.co.ke/sports/
Kamande glad to be back on pitch after long hiatus,Action continues tomorrow as Kisumu Pythons duel with Thika Hippos in a morning encounter before Nakuru Leopards and ...,/sports/2021-03-26-kamande-glad-to-be-back-on-pitch-after-long-hiatus/,sport,https://www.the-star.co.ke/sports/
Fast-growing Sifuna looking beyond club football,The former Soy United star has scored once since joining Sofapaka and revealed his determination to build on the solid ...,/sports/football/2021-03-26-fast-growing-sifuna-looking-beyond-club-football/,sport,https://www.the-star.co.ke/sports/
Depth in women’s game no surprise for top players,"World number two Osaka, who has won four of the last six Grand Slams held on hardcourts, was not surprised there had ...",/sports/tennis/2021-03-26-depth-in-womens-game-no-surprise-for-top-players/,sport,https://www.the-star.co.ke/sports/
Rights groups call on F1 to probe Bahrain abuse allegations,Rights groups said in an open letter to chief executive Stefano Domenicali that they also wanted him to seek “redress ...,/sports/2021-03-26-rights-groups-call-on-f1-to-probe-bahrain-abuse-allegations/,sport,https://www.the-star.co.ke/sports/
Shevchenko praises Ukraine players for tactical discipline,"“It is very difficult to implement a new system with only one training, we worked a lot with the video analysts,” said ...",/sports/football/2021-03-26-shevchenko-praises-ukraine-players-for-tactical-discipline/,sport,https://www.the-star.co.ke/sports/
